chunk
"재고 ID INV014001에 해당하는 품목은 '패딩 점퍼 736'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 210개이며, 단가는 1,051원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014739에 해당하는 품목은 '니트 가디건 810'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 365개이며, 단가는 211,265원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014342에 해당하는 품목은 '니트 가디건 205'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 457개이며, 단가는 211,313원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010066에 해당하는 품목은 '니트 가디건 026'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 388개이며, 단가는 211,393원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010912에 해당하는 품목은 '면티셔츠 591'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 393개이며, 단가는 211,448원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010696에 해당하는 품목은 '니트 가디건 189'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 359개이며, 단가는 211,668원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014430에 해당하는 품목은 '패딩 점퍼 394'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 301개이며, 단가는 211,827원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012590에 해당하는 품목은 '니트 가디건 875'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 448개이며, 단가는 211,944원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014004에 해당하는 품목은 '패딩 점퍼 308'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 83개이며, 단가는 211,950원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010899에 해당하는 품목은 '청바지 133'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 200개이며, 단가는 212,002원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014732에 해당하는 품목은 '러닝화 439'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 378개이며, 단가는 212,160원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012259에 해당하는 품목은 '청바지 733'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 326개이며, 단가는 212,225원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014628에 해당하는 품목은 '청바지 248'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 112개이며, 단가는 212,478원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011077에 해당하는 품목은 '청바지 084'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 283개이며, 단가는 212,946원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013337에 해당하는 품목은 '니트 가디건 114'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 468개이며, 단가는 212,995원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014193에 해당하는 품목은 '패딩 점퍼 552'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 477개이며, 단가는 213,093원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014668에 해당하는 품목은 '면티셔츠 683'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 68개이며, 단가는 213,111원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012098에 해당하는 품목은 '러닝화 796'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 434개이며, 단가는 213,146원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011420에 해당하는 품목은 '패딩 점퍼 404'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 53개이며, 단가는 213,271원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013517에 해당하는 품목은 '청바지 965'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 161개이며, 단가는 213,280원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012177에 해당하는 품목은 '패딩 점퍼 512'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 41개이며, 단가는 213,562원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014914에 해당하는 품목은 '면티셔츠 280'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 470개이며, 단가는 213,567원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013820에 해당하는 품목은 '패딩 점퍼 570'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 337개이며, 단가는 213,568원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011231에 해당하는 품목은 '러닝화 870'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 396개이며, 단가는 213,618원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013757에 해당하는 품목은 '면티셔츠 394'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 491개이며, 단가는 213,833원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013313에 해당하는 품목은 '면티셔츠 246'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 436개이며, 단가는 213,861원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014372에 해당하는 품목은 '청바지 342'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 28개이며, 단가는 213,902원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012161에 해당하는 품목은 '패딩 점퍼 134'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 281개이며, 단가는 214,093원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013010에 해당하는 품목은 '면티셔츠 534'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 87개이며, 단가는 214,194원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014431에 해당하는 품목은 '니트 가디건 417'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 234개이며, 단가는 214,208원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013190에 해당하는 품목은 '패딩 점퍼 612'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 106개이며, 단가는 214,245원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010449에 해당하는 품목은 '청바지 154'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 345개이며, 단가는 214,398원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012156에 해당하는 품목은 '패딩 점퍼 841'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 246개이며, 단가는 214,447원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014405에 해당하는 품목은 '니트 가디건 571'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 413개이며, 단가는 214,456원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012028에 해당하는 품목은 '러닝화 445'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 152개이며, 단가는 214,505원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010464에 해당하는 품목은 '청바지 970'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 411개이며, 단가는 214,515원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014647에 해당하는 품목은 '니트 가디건 193'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 166개이며, 단가는 214,679원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010035에 해당하는 품목은 '청바지 571'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 300개이며, 단가는 214,766원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012239에 해당하는 품목은 '청바지 151'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 336개이며, 단가는 214,799원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011002에 해당하는 품목은 '니트 가디건 952'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 66개이며, 단가는 214,862원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011357에 해당하는 품목은 '러닝화 420'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 152개이며, 단가는 214,904원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014695에 해당하는 품목은 '니트 가디건 832'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 123개이며, 단가는 214,950원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010709에 해당하는 품목은 '청바지 120'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 43개이며, 단가는 215,018원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV013066에 해당하는 품목은 '니트 가디건 213'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 316개이며, 단가는 215,080원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012358에 해당하는 품목은 '면티셔츠 981'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 458개이며, 단가는 215,175원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012155에 해당하는 품목은 '니트 가디건 559'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 79개이며, 단가는 215,282원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012553에 해당하는 품목은 '패딩 점퍼 638'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 443개이며, 단가는 215,291원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012906에 해당하는 품목은 '러닝화 026'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 423개이며, 단가는 215,368원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011988에 해당하는 품목은 '니트 가디건 554'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 154개이며, 단가는 215,548원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013552에 해당하는 품목은 '러닝화 343'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 74개이며, 단가는 215,557원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014568에 해당하는 품목은 '청바지 248'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 457개이며, 단가는 215,624원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012493에 해당하는 품목은 '면티셔츠 651'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 152개이며, 단가는 215,740원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014792에 해당하는 품목은 '패딩 점퍼 687'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 297개이며, 단가는 215,788원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012937에 해당하는 품목은 '패딩 점퍼 925'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 269개이며, 단가는 215,797원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013318에 해당하는 품목은 '니트 가디건 818'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 336개이며, 단가는 216,009원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010815에 해당하는 품목은 '면티셔츠 617'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 365개이며, 단가는 216,018원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013804에 해당하는 품목은 '면티셔츠 126'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 194개이며, 단가는 216,106원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014857에 해당하는 품목은 '러닝화 252'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 475개이며, 단가는 216,225원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011331에 해당하는 품목은 '러닝화 950'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 30개이며, 단가는 216,242원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014978에 해당하는 품목은 '패딩 점퍼 256'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 313개이며, 단가는 216,450원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012256에 해당하는 품목은 '니트 가디건 906'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 257개이며, 단가는 216,612원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010365에 해당하는 품목은 '니트 가디건 980'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 170개이며, 단가는 216,770원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014665에 해당하는 품목은 '면티셔츠 226'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 196개이며, 단가는 216,842원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011206에 해당하는 품목은 '러닝화 416'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 352개이며, 단가는 216,848원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014311에 해당하는 품목은 '니트 가디건 238'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 484개이며, 단가는 216,883원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013519에 해당하는 품목은 '니트 가디건 902'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 386개이며, 단가는 216,891원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013087에 해당하는 품목은 '러닝화 632'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 341개이며, 단가는 216,915원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012331에 해당하는 품목은 '러닝화 322'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 113개이며, 단가는 217,014원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014505에 해당하는 품목은 '러닝화 036'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 440개이며, 단가는 217,164원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010116에 해당하는 품목은 '러닝화 786'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 330개이며, 단가는 217,210원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010526에 해당하는 품목은 '면티셔츠 370'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 250개이며, 단가는 217,288원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011209에 해당하는 품목은 '러닝화 316'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 463개이며, 단가는 217,367원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013644에 해당하는 품목은 '면티셔츠 261'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 138개이며, 단가는 217,398원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010914에 해당하는 품목은 '패딩 점퍼 094'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 224개이며, 단가는 217,587원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012657에 해당하는 품목은 '청바지 585'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 123개이며, 단가는 217,826원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014133에 해당하는 품목은 '패딩 점퍼 022'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 260개이며, 단가는 217,830원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010348에 해당하는 품목은 '청바지 631'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 67개이며, 단가는 217,868원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014545에 해당하는 품목은 '니트 가디건 519'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 186개이며, 단가는 217,881원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013862에 해당하는 품목은 '청바지 599'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 356개이며, 단가는 218,615원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013565에 해당하는 품목은 '패딩 점퍼 387'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 4개이며, 단가는 218,768원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV013655에 해당하는 품목은 '러닝화 303'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 449개이며, 단가는 218,788원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013814에 해당하는 품목은 '패딩 점퍼 104'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 356개이며, 단가는 218,815원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011038에 해당하는 품목은 '면티셔츠 092'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 222개이며, 단가는 218,818원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013832에 해당하는 품목은 '면티셔츠 167'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 132개이며, 단가는 218,888원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013991에 해당하는 품목은 '청바지 880'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 309개이며, 단가는 219,259원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010475에 해당하는 품목은 '청바지 681'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 419개이며, 단가는 219,286원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010404에 해당하는 품목은 '패딩 점퍼 126'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 267개이며, 단가는 219,374원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010572에 해당하는 품목은 '청바지 334'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 345개이며, 단가는 219,480원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013949에 해당하는 품목은 '러닝화 379'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 323개이며, 단가는 219,484원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014252에 해당하는 품목은 '청바지 945'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 171개이며, 단가는 219,540원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014382에 해당하는 품목은 '면티셔츠 315'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 450개이며, 단가는 219,591원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011876에 해당하는 품목은 '면티셔츠 361'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 456개이며, 단가는 219,740원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010770에 해당하는 품목은 '청바지 181'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 357개이며, 단가는 220,184원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014839에 해당하는 품목은 '니트 가디건 248'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 69개이며, 단가는 220,213원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV013608에 해당하는 품목은 '면티셔츠 218'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 248개이며, 단가는 220,234원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010887에 해당하는 품목은 '패딩 점퍼 194'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 18개이며, 단가는 220,247원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV011825에 해당하는 품목은 '패딩 점퍼 748'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 495개이며, 단가는 220,325원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012538에 해당하는 품목은 '니트 가디건 068'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 156개이며, 단가는 220,358원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010255에 해당하는 품목은 '청바지 566'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 435개이며, 단가는 220,405원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
